@id,amenity,name,operator,brand,network,addr:street,addr:city,@lat,@lon
151223386,atm,La Caixa,La Caixa,La Caixa,Servired,,,40.4874481,-3.6897821
151223403,atm,Caixabank,Caixabank,Caixabank,Servired,,,40.4861194,-3.6897017
158689472,atm,Servired,BBVA,BBVA,Servired,,,40.4860015,-3.6927429
170992736,atm,La Caixa,La Caixa,La Caixa,Servired,,,40.4049622,-3.6958776
173535069,atm,Servired,Bankia,,Servired,,,40.4879991,-3.6942996
173535079,atm,Servired,Bankia,,Servired,,,40.4878910,-3.6939829
178821057,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4160241,-3.7081195
178821200,atm,La Caixa,La Caixa,La Caixa,Servired,,,40.4163626,-3.7068957
178821217,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4161692,-3.7057872
178821221,atm,Telebanco 4B,Banco Popular,,Telebanco 4B,,,40.4163777,-3.7054341
178821240,atm,BBVA,BBVA,BBVA,Servired,,,40.4165025,-3.7044352
184049276,atm,Telebanco 4B,Banco Santander,Banco Santander,Telebanco 4B,,,40.4180960,-3.7041565
280707676,atm,,,,Telebanco 4B,,,43.4070429,-8.1704717
280765053,atm,Unicaja Banco,,,,,,36.6708645,-5.1181667
283190094,atm,Telebanco 4B,,,Telebanco 4B,,,39.8416961,3.1323795
283190119,atm,,Bankia,,,,,39.8411439,3.1347859
288623302,atm,Unicaja Banco,Unicaja Banco,Unicaja Banco,,,,41.9990949,-5.6764129
298559547,atm,,,,,,,28.0902910,-16.7346393
300087122,atm,Barclays,Barclays,Barclays,,,,38.3673745,-0.4246659
303618664,atm,Cajasol,Cajasol,,,,,37.3895127,-5.9741448
308970902,atm,Caja Rural,,,,,,37.3969660,-5.9970760
309748723,atm,Banco Popular,,,,,,28.0505879,-16.6115488
309748725,atm,,,CajaCanaria,,,,28.0508348,-16.6115758
309748726,atm,Solbank,,,,,,28.0507390,-16.6115791
312544496,atm,4B,,,,,,28.0622216,-16.7295375
313038382,atm,Santander,Banco Santander,Banco Santander,,,,28.0450151,-16.5391229
315403805,atm,Caja Rural,Caja Rural,Caja Rural,,,,28.0883046,-17.3390388
317661776,atm,,,,,,,39.5187820,2.7435899
317661779,atm,,,,,,,39.5235833,2.7386094
317661781,atm,,Targobank,Targobank,,,,39.5246103,2.7358001
318421750,atm,Banco Santander,Banco Santander,Banco Santander,Telebanco 4B,,,28.0911943,-17.1105891
324083626,atm,,,,,,,40.3309434,-3.8571275
344409239,atm,,,,,,,36.5991716,-4.5397374
361586431,atm,Venta El Caldero,Telebanco 4B,,Telebanco 4B,Autovía A-66,Malpartida de Plasencia,39.8830395,-6.2760488
365519609,atm,Servired,BBVA,,Servired,,,39.4709707,-0.3851727
384914565,atm,Caixabank,Caixabank,Caixabank,,,,39.4221650,3.2613926
384915237,atm,Banca March,Banca March,Banca March,Telebanco 4B,,,39.8314329,3.1130611
385545750,atm,Banca March,Banca March,Banca March,Telebanco 4B,,,39.8044035,3.1174311
385662491,atm,,Kutxa,,,,,43.1369129,-2.4875889
392899884,atm,,,,,,,28.4941391,-17.8440548
412143896,atm,Banca March,Banca March,Banca March,,,,28.0489274,-14.3404221
428958621,atm,,,,,,,41.9806677,3.1677220
446077041,atm,,IberCaja,,Euro 6000,,,42.5927779,0.5386702
455225166,atm,,,,,,,28.8634298,-13.8254367
455250240,atm,,,,,,,28.8631098,-13.8293539
455903123,atm,,Banca March,,,,,28.8627748,-13.8304184
455903142,atm,,Santander,,,,,28.8625764,-13.8308334
455921851,atm,,,,,,,28.8638515,-13.8300670
456007694,atm,,,,,,,28.8592586,-13.8151031
457764266,atm,,,,,,,41.3836720,2.1735474
476906976,atm,,,,,,,39.9851216,4.0134310
477969484,atm,Vital Kutxa,,,Euro 6000,,,42.8432271,-2.6586606
479258046,atm,Euro 6000,Vital Kutxa,,,,,42.8611903,-2.6924589
480829318,atm,Vital Kutxa,,,Euro 6000,,,42.8555112,-2.6631696
483553109,atm,Banco Popular,Banco Popular,,Telebanco 4B,,,42.9115235,-2.7143217
483553114,atm,Vital Kutxa,,,Euro 6000,,,42.9114355,-2.7169481
491029214,atm,Bankinter,Bankinter,Bankinter,Servired,,,37.3928392,-5.9947269
491029241,atm,,Santander,,Telebanco 4B,,,37.3927988,-5.9952038
503787119,atm,,Caja Duero,,Euro 6000,,,40.9703276,-5.6747707
503787127,atm,,Caja Duero,,Euro 6000,,,40.9698490,-5.6741466
504467744,atm,,,,,,,36.7619141,-2.1086685
504467746,atm,,,,,,,36.7623851,-2.1091888
514894754,atm,Euro 6000,BanCaixa,,Euro 6000,,,42.3422383,-3.6991558
514894757,atm,Caixabank,BanCaixa,Caixabank,,,,42.3416149,-3.7026425
515219271,atm,Caixabank,Caixabank,Caixabank,Servired,,,39.8879395,4.2608314
516859646,atm,,Santander,,,,,39.9991065,3.8388168
520100708,atm,Laboral Kutxa,Laboral Kutxa,Laboral Kutxa,,,,43.3525107,-3.0067451
520100712,atm,,,,,,,43.3526356,-3.0059329
520100713,atm,Kutxabank,Kutxabank,Kutxabank,Euro 6000,,,43.3530803,-3.0054314
521395904,atm,,Banco Popular,,,,,39.8131133,3.1144238
527065506,atm,,Unicaja,,Euro 6000,,,40.9714636,-5.6706566
534397210,atm,Caja Rural,Caja Rural,Caja Rural,Servired,,,43.5374815,-7.0203110
540436952,atm,BBVA,BBVA,BBVA,Servired,,,40.4498433,-3.4662766
540440726,atm,Euro 6000,,,Euro 6000,,,40.4466279,-3.4611690
540440729,atm,Santander,Banco Santander,Banco Santander,Telebanco 4B,,,40.4474918,-3.4613121
540452290,atm,Caixabank,Caixabank,Caixabank,Servired,,,40.4480795,-3.4618244
561149961,atm,,Kutxa,,,,,43.2924473,-2.2544574
561181339,atm,Banco Sabadell,Banco Sabadell,Banco Sabadell,,,,43.2956363,-2.2578386
566272160,atm,Banco Guipuzcoano,,,Telebanco 4B,,,43.3181050,-1.9830594
567513942,atm,Banca March,Banca March,Banca March,Telebanco 4B,,,39.5361139,2.7175014
567513963,atm,,Telebanco 4B,,Telebanco 4B,,,39.5325243,2.7249079
569090837,atm,,CAM - Caja Mediterráneo,,,,,38.3964923,-0.5804874
574737704,atm,,CaixaBank,,ServiRed,,,40.9720426,-5.6710719
579590815,atm,Targobank,Targobank,Targobank,,,,36.7429526,-3.8801642
580099471,atm,,,,,,,40.3598667,-1.1407824
582639867,atm,,Euro Automatic Cash,,Telebanco 4B,,,43.4636415,-3.8015835
591883518,atm,,,,,,,43.1832387,-2.2669930
592195765,atm,,Telebanco 4B,,Telebanco 4B,,,43.1812092,-2.2695109
601364554,atm,,,,,,,40.3619569,-1.1438260
603975584,atm,Kutxabank,Kutxabank,Kutxabank,,Felipe Gorriti Plaza,Tolosa,43.1402274,-2.0723191
616226466,atm,,Telebanco 4B,,Telebanco 4B,,,38.3912329,-0.5055763
619842455,atm,Kutxabank,Kutxa,,,,,43.3064375,-2.3857520
671914514,atm,Caixabank,Caixabank,Caixabank,,,,41.3820703,2.1722322
672976896,atm,,Clave Card,,,,,28.1094878,-17.2821191
672982096,atm,,,,,Avenida de la Constitución,Ponferrada,42.5567340,-6.6028146
673780407,atm,Unicaja Banco,Unicaja Banco,Unicaja Banco,Euro 6000,,,39.4675404,-6.3954750
673978304,atm,,,,,,,41.3847503,2.1678929
697934269,atm,,Kutxabank,Kutxabank,,Jose Maria Goikoetxea,Berrobi,43.1453697,-2.0263677
699652851,atm,,Telebanco 4B,,Telebanco 4B,,,39.7600574,3.1684399
699654349,atm,,Sa Nostra,,,,,39.7602883,3.1679678
725168114,atm,,Caja Cantabria,LiberBank,,,,43.4707748,-3.8030031
726730850,atm,,Liberbank,,Euro6000,,,39.4640658,-6.3821763
728405577,atm,Euro 6000,BanCaixa,,Euro 6000,,,42.3595106,-3.6802436
733890280,atm,,,,Euro 6000,,,40.0288864,-6.0885507
733890294,atm,,,,Euro 6000,,,40.0288779,-6.0886213
745965525,atm,,,,,,,42.8405526,-2.6891167
745965528,atm,,,,,,,42.8403197,-2.6886800
745965536,atm,,,,,,,42.8405133,-2.6891616
745971984,atm,,,,,,,42.8410077,-2.6878400
752281454,atm,Caixabank,Caixabank,Caixabank,Servired,,,37.3896661,-5.9742199
776275516,atm,Unicaja Banco,Unicaja Banco,Unicaja Banco,,,,41.6738184,-4.7196836
802642278,atm,Caixabank,Caixabank,Caixabank,Servired,,,37.3930340,-5.9834450
806532466,atm,,La Caixa,,,,,28.5611572,-16.2158096
807589322,atm,Telebanco 4B,Banco de Andalucía,,Telebanco 4B,,,37.0073704,-6.5644716
811070979,atm,,,,,,,41.9846835,2.8117583
811198081,atm,,Kutxabank,Kutxabank,,Egigurentarren kalea,,43.1832518,-2.4751219
825065309,atm,Telebanco 4B,Banco Popular,,Telebanco 4B,,,40.4778400,-3.3702800
833192038,atm,,Caja Rural,Caja Rural,,,,37.0079688,-6.5639784
844322533,atm,Servired,,,Servired,,,39.5663432,-0.5296655
850179255,atm,,Bancaja,,,,,39.4953131,-0.3717314
862023672,atm,Euro 6000,Cajasol,,Euro 6000,,,37.1319384,-6.4841952
862119326,atm,,,,Servired,,,43.4261507,-4.0419180
862119349,atm,,,,Servired,,,43.4252800,-4.0415622
863489658,atm,,,,Servired,,,43.4240583,-4.0403379
864007723,atm,Santander,Santander,,Telebanco 4B,,,43.3901413,-4.1084386
864007726,atm,,Liberbank,,Euro 6000,,,43.3899898,-4.1085341
867142187,atm,Santander,Santander,,Telebanco 4B,,,37.4877801,-5.9429272
867142194,atm,Cajasol,Cajasol,,Euro 6000,,,37.4908060,-5.9460679
869594378,atm,Servired,Banco Sabadell Atlántico,,Servired,,,37.3819343,-5.9673995
869594381,atm,,,,Euro 6000,,,37.3819600,-5.9675278
869594404,atm,,,,Servired,,,37.3819795,-5.9676250
876308057,atm,Euro 6000,Cajasol,,Euro 6000,,,37.4844033,-5.9454441
886089539,atm,,Santander,,,,,28.4164675,-16.5496984
886089854,atm,Banca March,,Banca March,,,,28.4181944,-16.5427303
886090054,atm,,Deutsche Bank,,,,,28.4144192,-16.5541480
889051996,atm,Servired,BBVA,,Servired,,,39.5649841,-0.5306992
890846302,atm,Servired,Banco Sabadell,,Servired,,,39.5640980,-0.5290228
891117835,atm,Barclays,,,Servired,,,39.5664759,-0.5291914
891117854,atm,Banco Valencia,Telebanco 4B,,Telebanco 4B,,,39.5660438,-0.5300436
891117855,atm,Telebanco 4B,Santander,,Telebanco 4B,,,39.5664450,-0.5293058
891117872,atm,Caixabank,Caixabank,Caixabank,Servired,,,39.5662407,-0.5307185
911117589,atm,Telebanco 4B,Banco de Andalucía,,Telebanco 4B,,,37.2056779,-7.2367144
911117681,atm,Caja Rural del Sur,,,,,,37.2062589,-7.2367359
911117692,atm,Cajasol,,,,,,37.2057420,-7.2367573
913352243,atm,Caixabank,Caja de Canarias,Caixabank,Euro 6000,,,28.4633323,-16.2519908
914383175,atm,Caixabank,Caixabank,Caixabank,Servired,,,28.4650080,-16.2476195
914392379,atm,Banco Popular,Banco Popular,,Telebanco 4B,,,28.4676772,-16.2491430
918583341,atm,,,,,,,37.3752496,-6.0450858
919709132,atm,Euro 6000,Caja de Canarias,,Euro 6000,,,28.4926782,-16.3141316
922480756,atm,Caja Canarias,Caja Canarias,,Servired,,,28.4607107,-16.2508587
922481131,atm,4B,Santander,,Telebanco 4B,,,28.4607052,-16.2508741
922684589,atm,,,,,,,36.7451245,-3.8774169
936343761,atm,Unicaja Banco,Unicaja Banco,,Euro6000,,,39.4798066,-6.3761017
937064751,atm,Unicaja Banco,Unicaja Banco,Unicaja Banco,,,,36.8328924,-3.9745508
937415700,atm,,,,,,,36.7500528,-4.0964639
942034101,atm,,,,,,,39.7185762,-6.8834130
947033746,atm,,,,,,,42.1920639,0.3384399
947033752,atm,,,,,,,42.1918569,0.3386619
954699623,atm,Euro 6000,BanCaixa,,Euro 6000,,,42.4794528,-3.7841111
964822397,atm,Euro 6000,Caja de Canarias,,Euro 6000,,,28.4736709,-16.2473359
981881081,atm,,,,,,,36.4900201,-4.7108609
981883207,atm,,Banco Popular,,,,,36.4895328,-4.7143772
982120648,atm,Servired,BBVA,BBVA,Servired,,,28.4879551,-16.3165584
999522025,atm,,,,,,,36.8288184,-2.4038983
1005049082,atm,,Telebanco 4B,,Telebanco 4B,,,41.2756542,1.9871123
1042731773,atm,Deutsche Bank,Deutsche Bank,Deutsche Bank,,,,36.5102847,-4.8932664
1042731775,atm,BBVA,BBVA,BBVA,Servired,,,36.5102460,-4.8916495
1042731791,atm,La Caixa,La Caixa,La Caixa,,,,36.5102545,-4.8906806
1057139008,atm,Caja Canarias,,,,,,28.4099189,-16.5660081
1072731088,atm,Caixabank,Caixabank,Caixabank,,,,41.3844944,2.1744530
1080603205,atm,,,,Servired,,,38.5410410,-0.1313760
1083144029,atm,,Banco Santander,Banco Santander,Telebanco 4B,,,41.3812912,2.1735414
1088181635,atm,,Unicaja,Unicaja Banco,Euro 6000,,,36.6767466,-4.4921075
1126104926,atm,4x4,,,,Calle A. Ruata,Torla-Ordesa,42.6279252,-0.1120495
1132369610,atm,,Cajamar,,Servired,,,36.6851118,-4.4720122
1164787167,atm,,,,Euro 6000,,,37.9196877,-2.9954892
1184142226,atm,Unicaja Banco,Unicaja Banco,Unicaja Banco,,,,37.8443541,-3.0673173
1215898339,atm,Euro 6000,Caja de Canarias,,Euro 6000,,,28.1630815,-16.4335469
1222358938,atm,,Telebanco 4B,,Telebanco 4B,Carrer Barcelona,Salou,41.0774589,1.1314258
1226550078,atm,Telebanco 4B,Banco Santander,Banco Santander,Telebanco 4B,,,43.4627693,-3.8037887
1229439326,atm,Pastor,,,Servired,,,42.1604840,-8.6195527
1232199070,atm,,Telebanco 4B,,Telebanco 4B,,,40.5429697,-4.0127229
1233398562,atm,Kutxabank,BBK,Kutxabank,Euro 6000,,,43.2850812,-3.0541036
1237069905,atm,,Banco Popular,,,,,41.3513008,2.0859926
1244859845,atm,,,,,,,43.4524736,-7.8525788
1258506514,atm,,,,,,,36.5992486,-4.5351428
1258542360,atm,,,,,,,36.5911460,-4.5350279
1270451594,atm,Santander,Santander,Santander,Telebanco 4B,,,41.6655689,-3.6913447
1272889026,atm,Servired,BBVA,,Servired,,,41.3511244,2.0852676
1273729568,atm,Caixabank,Caixabank,Caixabank,,,,36.9482147,-3.3544357
1289539632,atm,Servired,BBVA,,Servired,,,43.4286201,-7.3636831
1312933622,atm,,,,,,,36.5934543,-6.2360066
1312933625,atm,,,,,,,36.5937954,-6.2360943
1312933626,atm,,,,,,,36.5936132,-6.2361378
1312933629,atm,,,,,,,36.5941492,-6.2356120
1315960050,atm,,,,,,,37.3872528,-5.9602914
1328482418,atm,,,,Telebanco 4B,Avinguda de la Constitució,,40.6168563,0.5925374
1333451979,atm,Caixabank,Caixabank,Caixabank,Servired,,,41.3530900,2.0864600
1336780403,atm,,,,,,,42.6689716,-1.8637604
1339107360,atm,,Telebanco 4B,,Telebanco 4B,,,40.6196406,0.5923572
1340470594,atm,,,,,,,42.2744106,-3.9043916
1348975551,atm,,Telebanco,,,,,41.0746805,1.1399254
1350827922,atm,ClaveCard,,,Euro 6000,,,28.4807715,-16.4127808
